                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.41296,                0.46409,                 0.2877,                0.82588,                0.98271,                0.84211,                0.92192,                0.80801,                0.94461,                0.80263,                0.87973,                0.50072,                0.46329,                0.33718,                0.41759,                0.84729,             0.00046616,             0.00046616,             0.00046616
                    107,                0.40487,                0.43119,                0.28287,                  0.821,                0.98432,                0.82587,                0.91894,                0.80583,                0.95296,                0.79975,                0.88324,                0.51402,                0.46901,                0.34551,                 0.4158,                0.84722,             0.00045842,             0.00045842,             0.00045842
                    108,                0.39904,                0.39668,                0.28027,                0.82164,                      1,                0.83772,                0.91054,                0.81356,                 0.9686,                0.81173,                0.88156,                0.49827,                0.44844,                0.35759,                0.38322,                0.82994,             0.00045068,             0.00045068,             0.00045068
                    109,                0.39655,                0.42403,                0.27816,                0.82464,                0.95373,                0.84211,                 0.9153,                0.81471,                0.92357,                0.81579,                0.88354,                0.50014,                0.45275,                0.36659,                0.40528,                0.82259,             0.00044296,             0.00044296,             0.00044296
                    110,                0.39838,                0.45505,                0.27972,                0.82306,                0.96479,                0.82895,                0.91421,                0.81015,                0.93392,                0.80263,                0.88564,                0.50493,                0.44344,                0.36117,                0.37426,                0.82768,             0.00043525,             0.00043525,             0.00043525
                    111,                 0.4189,                 0.4565,                0.28127,                0.82435,                0.98451,                0.83643,                0.92175,                0.81235,                0.95355,                0.81037,                0.89245,                0.51007,                0.44387,                0.34792,                0.36372,                0.82857,             0.00042756,             0.00042756,             0.00042756
                    112,                0.40138,                0.44104,                0.27647,                0.81837,                0.98459,                0.84062,                0.92103,                0.81098,                0.93827,                0.79996,                0.87804,                0.50643,                0.44404,                0.34995,                0.36883,                0.84994,              0.0004199,              0.0004199,              0.0004199
                    113,                0.40011,                 0.4398,                0.28101,                0.81954,                 0.9822,                0.84211,                0.91739,                0.82113,                0.95151,                0.81579,                0.88461,                 0.4925,                0.44848,                0.34798,                0.40312,                 0.8613,             0.00041225,             0.00041225,             0.00041225
                    114,                0.41251,                0.41597,                0.29021,                0.82712,                0.98431,                0.82548,                0.90559,                0.81156,                0.95294,                 0.7994,                0.88295,                0.48291,                0.45194,                0.37072,                0.42202,                 0.8696,             0.00040462,             0.00040462,             0.00040462
                    115,                0.39563,                0.43786,                 0.2819,                0.82518,                 0.9844,                0.83017,                0.91178,                0.80835,                0.95332,                0.80618,                0.89046,                0.48858,                0.44811,                0.35686,                0.39561,                0.86542,             0.00039702,             0.00039702,             0.00039702
                    116,                0.40855,                0.45012,                0.28942,                0.82395,                0.95449,                0.85526,                0.91014,                0.80823,                0.94725,                0.78947,                 0.8757,                0.49305,                0.45675,                0.35265,                0.38723,                0.86533,             0.00038944,             0.00038944,             0.00038944
                    117,                0.39918,                0.47801,                0.28206,                0.82435,                0.93993,                0.85526,                0.90778,                0.79976,                0.91085,                0.82895,                0.87473,                0.50566,                0.49612,                0.35763,                0.42748,                0.87688,              0.0003819,              0.0003819,              0.0003819
                    118,                0.37144,                0.39296,                0.26439,                0.81368,                0.91536,                0.85377,                0.91657,                0.80711,                0.88714,                0.82746,                0.89112,                0.50099,                 0.4777,                0.35436,                0.41676,                0.86628,             0.00037438,             0.00037438,             0.00037438
                    119,                0.38765,                0.41755,                0.27497,                0.81948,                0.98436,                 0.8282,                 0.9233,                0.82047,                0.93757,                0.79042,                0.87335,                0.50628,                0.46044,                0.35235,                0.37224,                0.86167,              0.0003669,              0.0003669,              0.0003669
                    120,                0.38982,                0.43922,                0.27798,                0.81466,                0.98238,                0.84211,                0.92075,                0.81713,                 0.9361,                0.80263,                0.87087,                0.51961,                0.46658,                0.35296,                 0.3582,                0.86428,             0.00035945,             0.00035945,             0.00035945
                    121,                0.37853,                0.40625,                0.26528,                 0.8136,                      1,                0.81166,                0.90426,                0.80994,                0.95139,                0.77268,                0.86099,                0.51801,                0.45607,                 0.3563,                0.39616,                 0.8584,             0.00035204,             0.00035204,             0.00035204
                    122,                 0.3906,                0.42206,                0.26839,                0.81771,                0.97584,                0.81579,                0.90303,                0.80943,                0.94419,                0.78947,                0.88312,                  0.517,                 0.4616,                0.36012,                0.40544,                0.85415,             0.00034466,             0.00034466,             0.00034466
                    123,                0.40427,                0.46038,                0.27924,                0.81836,                0.96507,                0.84211,                0.90881,                0.81034,                 0.9348,                0.81579,                0.88919,                0.51875,                0.46594,                0.35224,                0.40964,                0.85116,             0.00033732,             0.00033732,             0.00033732
                    124,                0.38407,                0.46039,                0.26973,                0.82512,                 0.9672,                0.84211,                0.92004,                0.81778,                0.93691,                0.81579,                0.89616,                0.51126,                0.45515,                0.35723,                0.37209,                0.83885,             0.00033003,             0.00033003,             0.00033003
                    125,                0.37779,                0.43453,                0.26646,                0.81315,                0.97893,                0.84211,                0.92116,                0.82145,                 0.9322,                0.80263,                 0.8807,                0.52575,                0.45211,                0.34767,                0.37563,                0.83903,             0.00032278,             0.00032278,             0.00032278
                    126,                0.36947,                0.43665,                0.27564,                0.81441,                0.95331,                0.85526,                 0.9238,                 0.8306,                0.90908,                0.81579,                0.88056,                0.52714,                0.45781,                0.34548,                0.37293,                0.84585,             0.00031557,             0.00031557,             0.00031557
                    127,                0.38202,                0.40512,                0.26476,                0.82304,                0.96714,                0.84211,                0.92086,                0.81969,                0.93671,                0.81579,                0.89788,                0.51917,                0.45817,                0.35121,                0.37215,                0.85142,             0.00030841,             0.00030841,             0.00030841
                    128,                0.36901,                0.39362,                0.26341,                0.81993,                0.95274,                0.85526,                0.91597,                0.81384,                0.92336,                0.82895,                 0.8935,                 0.5302,                0.45297,                0.34093,                0.37552,                0.86232,              0.0003013,              0.0003013,              0.0003013
                    129,                0.38658,                0.41698,                0.27282,                0.81874,                0.99161,                0.85526,                 0.9196,                0.82167,                0.96043,                0.82895,                0.89739,                0.51888,                0.45164,                0.34346,                0.37535,                0.86615,             0.00029424,             0.00029424,             0.00029424
                    130,                0.38322,                0.44719,                0.28176,                0.81896,                      1,                0.85133,                0.92358,                0.82374,                0.96909,                0.82513,                0.89801,                0.51303,                0.43422,                0.35983,                0.34132,                0.86129,             0.00028723,             0.00028723,             0.00028723
                    131,                0.38698,                0.42008,                0.26946,                0.81463,                0.99792,                0.84211,                0.92455,                0.81644,                0.95073,                0.80263,                0.87893,                0.50237,                0.44232,                0.35476,                0.35142,                0.86274,             0.00028027,             0.00028027,             0.00028027
                    132,                 0.3738,                0.41549,                0.26284,                 0.8134,                0.97762,                0.84211,                0.92208,                0.82352,                0.95017,                0.81579,                0.89851,                 0.5155,                0.43616,                0.34399,                0.35634,                0.86373,             0.00027337,             0.00027337,             0.00027337
                    133,                0.38486,                0.45596,                0.26861,                0.82369,                0.98475,                0.84997,                0.91996,                0.81434,                0.93903,                0.81063,                0.87606,                0.51296,                 0.4592,                0.35731,                0.36554,                0.87348,             0.00026653,             0.00026653,             0.00026653
                    134,                0.37361,                0.41506,                0.26584,                0.81873,                0.99535,                0.84211,                0.91761,                0.81903,                0.96302,                0.81579,                0.88905,                 0.5132,                0.45277,                0.34654,                0.37675,                0.86997,             0.00025975,             0.00025975,             0.00025975
                    135,                0.38473,                0.44953,                0.27158,                 0.8184,                0.97604,                0.84211,                0.91668,                0.81648,                0.94532,                0.81579,                0.88722,                0.51196,                0.46694,                0.36097,                0.38715,                0.86854,             0.00025302,             0.00025302,             0.00025302
                    136,                0.38157,                0.42102,                0.26978,                0.82046,                0.99223,                0.81579,                0.91561,                0.82021,                0.96005,                0.78947,                0.88737,                0.52008,                0.46377,                0.36562,                0.38361,                0.86526,             0.00024636,             0.00024636,             0.00024636
                    137,                0.37278,                0.42011,                0.25966,                0.81736,                 0.9608,                0.84211,                0.92138,                0.82252,                0.93046,                0.81579,                0.89122,                0.51517,                 0.4579,                 0.3531,                0.37782,                0.85317,             0.00023977,             0.00023977,             0.00023977
                    138,                0.37013,                0.40478,                0.25675,                0.81619,                 0.9399,                0.85526,                0.92098,                 0.8164,                0.91091,                0.82895,                0.88244,                0.51301,                0.44995,                 0.3554,                0.36713,                0.84899,             0.00023323,             0.00023323,             0.00023323
                    139,                0.37525,                0.44551,                0.26534,                0.81343,                0.95995,                0.82895,                0.91952,                0.81843,                0.92948,                0.80263,                0.89683,                0.51381,                0.44656,                0.35566,                0.37439,                0.84541,             0.00022677,             0.00022677,             0.00022677
                    140,                0.37023,                0.40591,                0.26043,                0.81775,                0.95984,                0.82895,                0.91404,                0.80626,                0.94461,                0.81579,                0.89809,                0.52537,                0.45766,                0.34877,                0.38348,                0.85988,             0.00022037,             0.00022037,             0.00022037
                    141,                0.38345,                0.41574,                0.27097,                0.81868,                      1,                0.82751,                 0.9147,                0.81352,                 0.9841,                0.81451,                0.88924,                0.52361,                0.45952,                0.35472,                0.39309,                0.85935,             0.00021405,             0.00021405,             0.00021405
                    142,                 0.3635,                0.39386,                0.26031,                0.81606,                      1,                 0.8537,                0.91587,                0.80792,                0.96918,                 0.8275,                0.87682,                0.51372,                0.46641,                0.35722,                0.38452,                0.86458,             0.00020779,             0.00020779,             0.00020779
                    143,                0.36581,                0.42441,                0.25816,                0.80982,                      1,                0.85491,                 0.9165,                0.81361,                0.96922,                 0.8287,                0.89047,                0.52724,                0.46215,                0.35187,                0.38582,                0.87295,             0.00020161,             0.00020161,             0.00020161
                    144,                0.36975,                0.42041,                0.26156,                0.81965,                      1,                0.85311,                0.92056,                0.81454,                0.96916,                 0.8269,                0.88919,                 0.5164,                0.46769,                0.35743,                0.37269,                0.88267,              0.0001955,              0.0001955,              0.0001955
                    145,                0.35339,                0.38406,                0.25265,                0.80825,                 0.9957,                0.84211,                0.91867,                0.81228,                0.94879,                0.80263,                0.87123,                0.52141,                0.46828,                0.35178,                0.37802,                0.88369,             0.00018948,             0.00018948,             0.00018948
                    146,                0.38299,                 0.4172,                0.29483,                0.82435,                0.99382,                0.84211,                0.92163,                0.81633,                0.96238,                0.81579,                0.89952,                0.52399,                0.46228,                0.35875,                0.37486,                0.88137,             0.00018352,             0.00018352,             0.00018352
                    147,                0.36393,                0.38534,                0.26457,                0.81573,                0.98955,                0.84211,                0.92038,                0.81338,                0.94238,                0.80263,                 0.8814,                0.51533,                 0.4751,                0.36466,                0.37246,                0.89597,             0.00017765,             0.00017765,             0.00017765
                    148,                0.36729,                 0.3972,                0.26478,                0.81424,                0.99592,                0.84211,                0.92373,                0.81152,                0.94913,                0.80263,                0.87518,                0.51692,                0.46699,                0.35601,                0.36041,                0.89499,             0.00017186,             0.00017186,             0.00017186
                    149,                0.37403,                0.37287,                 0.2636,                0.81826,                0.99695,                0.84211,                0.92263,                0.80876,                0.96572,                0.81579,                 0.8953,                0.52182,                 0.4741,                0.35598,                0.35316,                0.89249,             0.00016615,             0.00016615,             0.00016615
                    150,                0.37444,                0.43115,                0.26446,                0.81244,                0.99456,                0.84211,                0.92253,                0.81437,                 0.9633,                0.81579,                0.90204,                0.52676,                0.47628,                0.36365,                0.38599,                0.89978,             0.00016052,             0.00016052,             0.00016052
                    151,                0.38296,                0.44285,                0.27986,                0.81732,                0.98458,                   0.84,                0.92305,                0.81924,                0.93836,                0.80123,                0.87371,                0.52352,                0.46508,                0.36014,                0.37964,                0.89499,             0.00015498,             0.00015498,             0.00015498
                    152,                0.37179,                0.41244,                0.26175,                0.81857,                0.96488,                0.84211,                0.92107,                0.81405,                0.91965,                0.80263,                0.87296,                0.51719,                0.46726,                0.35358,                0.38219,                0.88983,             0.00014953,             0.00014953,             0.00014953
                    153,                0.35964,                0.37518,                0.25704,                0.81187,                0.96741,                0.84211,                0.91865,                0.81507,                0.92189,                0.80263,                0.87446,                 0.5125,                0.46749,                0.36194,                0.38303,                 0.8848,             0.00014416,             0.00014416,             0.00014416
                    154,                0.35675,                 0.3968,                0.25583,                0.81722,                 0.9649,                0.84211,                 0.9192,                0.81597,                0.91786,                0.80263,                 0.8744,                0.51613,                0.46595,                0.35631,                0.39365,                0.87826,             0.00013888,             0.00013888,             0.00013888
                    155,                0.37819,                0.42796,                0.26325,                0.81093,                0.98489,                0.82895,                0.92245,                0.81918,                0.95321,                0.80414,                 0.8854,                0.51213,                0.45868,                0.35847,                0.37298,                0.87462,              0.0001337,              0.0001337,              0.0001337
                    156,                0.36322,                0.40008,                0.26134,                0.81395,                      1,                0.83434,                0.92645,                0.81743,                0.95274,                0.79575,                 0.8781,                 0.5185,                0.46231,                0.35987,                0.36539,                0.87953,              0.0001286,              0.0001286,              0.0001286
                    157,                0.35872,                 0.3837,                0.25347,                0.81282,                0.99895,                0.82895,                0.92303,                0.82629,                0.93918,                0.78947,                0.87689,                0.52171,                0.45593,                0.34775,                0.36093,                0.86512,              0.0001236,              0.0001236,              0.0001236
                    158,                0.36272,                0.39761,                0.25472,                0.81102,                0.96924,                0.84211,                0.92187,                 0.8245,                0.92358,                0.80263,                0.87622,                 0.5218,                0.45612,                0.35073,                0.36321,                0.85916,             0.00011869,             0.00011869,             0.00011869
                    159,                0.35449,                0.38163,                0.25028,                0.80721,                0.98184,                0.84211,                0.92054,                0.82475,                0.93552,                0.80263,                0.87479,                0.52027,                0.46665,                0.35365,                0.36992,                0.85844,             0.00011387,             0.00011387,             0.00011387
                    160,                0.35776,                0.39849,                 0.2588,                0.81044,                0.98222,                0.84211,                0.91653,                0.82511,                0.93586,                0.80263,                0.87938,                0.51925,                0.46295,                0.35321,                0.37934,                0.85065,             0.00010916,             0.00010916,             0.00010916
                    161,                0.35908,                0.38352,                0.25395,                0.81274,                0.98015,                0.84211,                0.91214,                 0.8159,                0.93406,                0.80263,                0.87439,                0.51779,                0.46523,                0.35794,                0.38718,                0.85103,             0.00010454,             0.00010454,             0.00010454
                    162,                0.35627,                0.40494,                0.25545,                0.80325,                0.98041,                0.84211,                 0.9165,                0.81664,                0.94962,                0.81579,                0.89538,                0.52753,                0.46404,                0.35193,                0.37512,                0.84972,             0.00010002,             0.00010002,             0.00010002
                    163,                0.36135,                  0.408,                0.25599,                0.81761,                0.98461,                0.84206,                0.91438,                 0.8209,                0.93757,                0.80263,                0.87471,                0.52034,                0.46246,                 0.3487,                0.37451,                 0.8552,             9.5595e-05,             9.5595e-05,             9.5595e-05
                    164,                0.35146,                0.39863,                0.24905,                0.80407,                0.98448,                0.83455,                0.91446,                0.82318,                0.95344,                0.80844,                 0.8883,                0.52059,                0.46133,                0.35374,                0.36908,                0.85846,             9.1275e-05,             9.1275e-05,             9.1275e-05
                    165,                0.35675,                0.40302,                0.25101,                0.81122,                0.99136,                0.84211,                0.91566,                0.81485,                0.94489,                0.80263,                0.87379,                0.51734,                  0.464,                0.34577,                0.36842,                0.86088,             8.7058e-05,             8.7058e-05,             8.7058e-05
                    166,                 0.3513,                0.39664,                0.24958,                0.81373,                0.99726,                0.84211,                0.91793,                0.82125,                0.96569,                0.81579,                0.89717,                 0.5202,                0.46045,                0.34872,                0.36582,                0.86294,             8.2943e-05,             8.2943e-05,             8.2943e-05
                    167,                 0.3579,                0.39957,                0.25449,                  0.816,                0.98446,                0.83387,                0.91767,                0.81704,                0.95341,                0.80781,                0.88964,                0.52001,                0.45812,                 0.3521,                0.36555,                0.86388,             7.8933e-05,             7.8933e-05,             7.8933e-05
                    168,                0.36017,                0.43559,                0.26246,                 0.8187,                0.95161,                0.86842,                0.92125,                0.82177,                0.92187,                0.84211,                0.89119,                0.50954,                0.44955,                 0.3517,                0.36658,                0.85802,             7.5027e-05,             7.5027e-05,             7.5027e-05
                    169,                0.36663,                0.39714,                0.26104,                0.81135,                0.99593,                0.84211,                0.92165,                0.81786,                0.94826,                0.80263,                0.86903,                0.51052,                0.44599,                0.35388,                 0.3633,                0.85703,             7.1228e-05,             7.1228e-05,             7.1228e-05
                    170,                0.35484,                0.39672,                0.25491,                0.81203,                0.99192,                0.84211,                0.91901,                0.81544,                0.94542,                0.80263,                 0.8786,                0.51776,                 0.4518,                0.35476,                 0.3491,                0.86237,             6.7536e-05,             6.7536e-05,             6.7536e-05
                    171,                0.36199,                0.38154,                0.25104,                0.81496,                 0.9847,                0.84715,                 0.9151,                0.80884,                0.93925,                0.81373,                0.87696,                0.52445,                0.46209,                0.38971,                0.35093,                0.86524,             6.3952e-05,             6.3952e-05,             6.3952e-05
                    172,                0.37077,                0.43216,                0.26638,                0.81382,                0.98481,                0.85317,                0.91812,                0.81451,                0.93926,                0.81389,                0.88003,                0.52518,                0.45814,                0.35099,                0.35076,                0.86479,             6.0476e-05,             6.0476e-05,             6.0476e-05
                    173,                0.33954,                0.37343,                0.24611,                0.79827,                0.98389,                0.84211,                0.92176,                0.82064,                0.93777,                0.80263,                0.88023,                0.52247,                0.45796,                0.35207,                0.35044,                0.86417,             5.7111e-05,             5.7111e-05,             5.7111e-05
                    174,                0.34756,                0.37908,                0.25048,                0.80551,                0.98479,                0.85189,                0.92111,                0.81997,                0.95437,                0.82566,                 0.8985,                0.52101,                 0.4589,                0.35394,                0.36205,                0.85952,             5.3855e-05,             5.3855e-05,             5.3855e-05
                    175,                0.36459,                0.39632,                0.25524,                0.81213,                0.98482,                0.85385,                0.92198,                0.81501,                0.95448,                0.82768,                0.89984,                0.51906,                0.45871,                0.35286,                0.36435,                0.85928,             5.0711e-05,             5.0711e-05,             5.0711e-05
                    176,                 0.3417,                0.39975,                0.23722,                0.81588,                0.99051,                0.84211,                0.92389,                0.82249,                0.95929,                0.81579,                0.90311,                0.51819,                0.46478,                0.35258,                0.35645,                0.86494,              4.768e-05,              4.768e-05,              4.768e-05
